customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00584,Male,1,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.5,2035.0,No
C00585,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,94.77,2748.33,No
C00586,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,76.92,307.68,No
C00587,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.01,4554.66,No
C00588,Female,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,94.39,6796.08,Yes
C00589,Female,0,Yes,Yes,17,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.8,353.6,No
C00590,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.53,5299.45,No
C00591,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),92.75,1298.5,No
C00592,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.59,1138.67,No
C00593,Female,0,No,No,8,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.73,165.84,Yes
C00594,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.3,3199.7,No
C00595,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,107.17,964.53,No
C00596,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,74.17,1557.57,No
C00597,Male,1,Yes,No,13,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),33.51,435.63,Yes
C00598,Male,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,61.56,2831.76,No
C00599,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.53,8174.16,No
C00600,Male,0,No,Yes,33,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.67,3553.11,No
C00601,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.4,883.2,Yes
C00602,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.17,2545.99,No
C00603,Male,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.57,6373.62,No
C00604,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),91.74,1743.06,No
C00605,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.49,1537.35,No
C00606,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.16,7402.56,No
C00607,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,113.93,5810.43,No
C00608,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,58.44,4090.8,No
C00609,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),119.39,1910.24,No
C00610,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.9,310.8,No
C00611,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),89.1,5524.2,No
C00612,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,109.19,4149.22,No
C00613,Female,0,No,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.51,1147.95,No
C00614,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),65.84,3950.4,No
C00615,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,114.16,5023.04,No
C00616,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,50.86,2441.28,No
C00617,Female,0,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,30.52,1007.16,No
C00618,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),22.85,159.95,No
C00619,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,73.78,1475.6,No
C00620,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.84,2584.4,Yes
C00621,Male,0,Yes,Yes,49,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),22.03,1079.47,No
C00622,Female,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),65.25,3132.0,No
C00623,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61.72,246.88,No
C00624,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,87.23,5146.57,Yes
C00625,Female,0,Yes,Yes,46,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,52.17,2399.82,No
C00626,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),26.26,1313.0,Yes
C00627,Male,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,113.01,4746.42,Yes
C00628,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.19,3926.65,No
C00629,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),70.19,2035.51,No
C00630,Female,0,No,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.83,678.26,Yes
C00631,Male,0,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.37,794.58,No
C00632,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),71.16,213.48,No
C00633,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,97.42,4481.32,No
C00634,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.31,5053.08,No
C00635,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),93.84,1219.92,No
C00636,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),101.42,1724.14,No
C00637,Male,0,No,No,24,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,32.41,777.84,No
C00638,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),109.68,3071.04,No
C00639,Female,1,No,Yes,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.51,5856.64,No
C00640,Male,0,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,37.4,1757.8,Yes
C00641,Male,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,35.88,179.4,No
C00642,Male,1,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),117.87,1414.44,No
C00643,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,37.27,1938.04,No
C00644,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.39,2949.87,No
C00645,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.46,5405.44,No
C00646,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,92.15,4699.65,No
C00647,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.03,2241.05,Yes
C00648,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,54.37,3914.64,No
C00649,Female,0,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.43,512.59,No
C00650,Female,0,No,No,22,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),33.75,742.5,No
C00651,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),94.28,3959.76,No
C00652,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.58,1048.78,No
C00653,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,119.34,5608.98,No
C00654,Male,1,No,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.05,1423.55,Yes
C00655,Male,0,Yes,Yes,37,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,34.81,1287.97,Yes
C00656,Male,0,No,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),107.53,537.65,No
C00657,Male,1,Yes,No,35,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,92.95,3253.25,Yes
C00658,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,69.62,3202.52,No
C00659,Male,0,No,Yes,72,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22.22,1599.84,No
C00660,Male,1,No,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.12,684.08,Yes
C00661,Male,1,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.38,3655.08,No
C00662,Female,0,Yes,Yes,16,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.57,473.12,Yes
C00663,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.67,3957.52,No
C00664,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.48,563.84,Yes
C00665,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,108.96,5774.88,No
C00666,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,92.24,1199.12,No
C00667,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,112.21,3478.51,No
C00668,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,107.5,1075.0,No
C00669,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.42,1153.88,No
C00670,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),89.43,1967.46,Yes
C00671,Female,1,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.0,552.0,Yes
C00672,Male,0,No,Yes,49,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,72.23,3539.27,Yes
C00673,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,100.05,2601.3,No
C00674,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.69,4134.5,No
C00675,Female,1,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.14,4616.96,Yes
C00676,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),89.55,1701.45,No
C00677,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),116.01,1740.15,No
C00678,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,117.49,6579.44,Yes
C00679,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),77.14,2237.06,No
C00680,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,59.74,597.4,No
C00681,Male,1,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.57,843.81,Yes
C00682,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,70.86,1771.5,Yes
C00683,Male,0,No,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,39.99,479.88,Yes
C00684,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),37.32,1044.96,No
C00685,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.73,7364.83,No
C00686,Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.38,3111.78,No
C00687,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,111.61,6026.94,No
C00688,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,52.52,2363.4,No
C00689,Male,1,No,Yes,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),34.77,1251.72,No
C00690,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.75,2052.75,No
C00691,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,70.12,1472.52,No
C00692,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,86.11,4649.94,No
C00693,Female,0,Yes,No,46,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.84,1142.64,No
C00694,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),78.95,1105.3,No
C00695,Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),113.42,1928.14,No
C00696,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),117.44,2936.0,No
C00697,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),68.71,1923.88,No
C00698,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.27,2437.29,Yes
C00699,Male,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,62.72,2132.48,No
C00700,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.12,2603.0,No
C00701,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),50.09,601.08,No
C00702,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,111.55,780.85,No
C00703,Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.66,285.28,No
C00704,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.2,4200.8,Yes
C00705,Female,0,No,No,28,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,29.47,825.16,Yes
C00706,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.05,468.2,No
C00707,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),32.89,1644.5,No
C00708,Male,0,Yes,Yes,17,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,24.51,416.67,Yes
C00709,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.3,2841.8,No
C00710,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.91,4606.23,No
C00711,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.16,4820.4,No
C00712,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),87.72,5263.2,Yes
C00713,Female,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),60.31,1568.06,Yes
C00714,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,28.31,1528.74,No
C00715,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.43,7102.23,No
C00716,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),106.49,6602.38,No
C00717,Female,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.1,1067.3,No
C00718,Male,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.64,517.12,Yes
C00719,Female,1,Yes,Yes,50,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,109.76,5488.0,No
C00720,Female,1,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,94.56,1512.96,No
C00721,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.68,7002.12,No
C00722,Male,0,No,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),31.87,573.66,Yes
C00723,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),50.99,1325.74,No
C00724,Male,0,No,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.2,666.4,No
C00725,Female,1,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.23,185.84,No
C00726,Male,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.08,5335.2,No
C00727,Female,1,No,Yes,44,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.24,890.56,Yes
C00728,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,66.01,1848.28,No
C00729,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,86.03,5677.98,No
C00730,Male,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.58,555.66,No
C00731,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),113.1,1131.0,Yes
C00732,Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,119.53,4064.02,Yes
C00733,Female,0,Yes,Yes,67,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),27.85,1865.95,No
C00734,Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,105.13,1787.21,No
C00735,Female,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),36.95,2512.6,No
C00736,Male,1,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),57.13,1142.6,No
C00737,Male,0,Yes,No,5,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.72,103.6,Yes
C00738,Male,1,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.01,1599.41,No
C00739,Female,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,28.55,1456.05,No
C00740,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.11,4806.6,No
C00741,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,79.36,396.8,No
C00742,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),88.12,1321.8,No
C00743,Female,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),91.57,1739.83,Yes
C00744,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.67,4805.56,No
C00745,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,107.87,2588.88,Yes
C00746,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,74.68,1792.32,No
C00747,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,87.74,4299.26,No
C00748,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,27.84,1920.96,No
C00749,Male,0,No,Yes,60,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,86.58,5194.8,Yes
C00750,Male,1,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.07,168.49,Yes
C00751,Male,0,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21.04,1073.04,Yes
C00752,Female,0,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,34.84,1254.24,No
C00753,Female,0,Yes,No,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),112.72,5636.0,No
C00754,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,62.71,3198.21,No
C00755,Female,1,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.43,2551.77,No
C00756,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),33.22,2391.84,Yes
C00757,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.71,1974.72,No
C00758,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.99,1033.89,No
C00759,Female,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,25.93,1244.64,No
C00760,Male,0,No,Yes,65,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.17,2221.05,Yes
C00761,Female,1,Yes,No,66,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),33.94,2240.04,No
C00762,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.54,58.54,Yes
C00763,Female,1,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.19,3943.83,No
C00764,Female,0,No,Yes,13,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.27,315.51,No
C00765,Female,0,No,Yes,63,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,35.29,2223.27,No
C00766,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),84.74,5423.36,No
C00767,Male,0,Yes,Yes,32,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,27.74,887.68,No
C00768,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.73,4675.39,Yes
C00769,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),109.03,1526.42,Yes
C00770,Female,0,No,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,36.34,1053.86,No
C00771,Female,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),71.62,4655.3,No
C00772,Female,0,No,No,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,34.29,2194.56,No
C00773,Male,0,Yes,No,43,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,37.31,1604.33,Yes
C00774,Male,0,No,No,23,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,26.33,605.59,No
C00775,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),67.53,4862.16,No
C00776,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),118.73,1899.68,No
